ability_id,local_language_id,short_effect,effect
25,6,Schützt gegen Schaden verursachende Attacken die nicht [sehr effektiv]{mechanic:super-effective} sind.,"Ein Pokémon mit dieser Fähigkeit ist immun gegen alle Schaden verursachenden Attacken die nicht [sehr effektiv]{mechanic:super-effective} sind.

Attacken die festen Schaden verursachen, wie []{move:night-shade} oder []{move:seismic-toss} werden mitgezählt. Schaden der nicht direkt durch die Attacke verursacht wird, wie der vom []{mechanic:weather}, einer []{mechanic:status-ailment} oder []{move:spikes} wird nicht verhindert.

Diese Fähigkeit kann nicht mit []{move:role-play} kopiert oder mit []{move:skill-swap} getauscht werden, kann aber mit []{ability:trace} kopiert, mit []{move:gastro-acid} deaktiviert oder mit []{move:worry-seed} geändert werden. Das Pokémon kann seine Fähigkeit trotzdem mit []{move:role-play} selbst tauschen.

Wenn das Pokémon einen []{move:substitute} hat, werden Attacken zuerst durch die Fähigkeit verhindert, erst Attacken die trotzdem treffen würden, würden durch den []{move:substitute} verhindert."
25,9,Protects against damaging moves that are not [super effective]{mechanic:super-effective}.,"This Pokémon is immune to damaging moves that are not [super effective]{mechanic:super-effective} against it.

Moves that inflict fixed damage, such as []{move:night-shade} or []{move:seismic-toss}, are considered super effective if their types are.  Damage not directly dealt by moves, such as damage from [weather]{mechanic:weather}, a [status ailment]{mechanic:status-ailment}, or []{move:spikes}, is not prevented.

This ability cannot be copied with []{move:role-play} or traded away with []{move:skill-swap}, but it can be copied with []{ability:trace}, disabled with []{move:gastro-acid}, or changed with []{move:worry-seed}.  This Pokémon can still use Role Play itself to lose this ability, but not Skill Swap.

If this Pokémon has a []{move:substitute}, this ability will block moves as usual and any moves not blocked will react to the Substitute as usual."
26,5,Esquive les attaques de type Sol.,"Ce Pokémon est immunisé contre les attaques de type Sol, les Picots, les Pics Toxik et Piège.

Cette capacité est désactivée durant Gravité ou Racines, ou s'il tient une Boule Fer. Cette capacité n'est pas désactivée durant Atterrissage."
26,6,Verhindert []{type:ground} Attacken,"Ein Pokémon mit dieser Fähigkeit ist immun gegen []{type:ground} Attacken, []{move:spikes}, []{move:toxic-spikes} und []{ability:arena-trap}.

Diese Fähigkeit wird mit []{move:gravity} oder []{move:ingrain} deaktiviert oder während eine []{item:iron-ball} getragen wird. []{move:roost} deaktiviert diese Fähigkeit nicht."
26,9,Evades []{type:ground} moves.,"This Pokémon is immune to []{type:ground}-type moves, []{move:spikes}, []{move:toxic-spikes}, and []{ability:arena-trap}.

This ability is disabled during []{move:gravity} or []{move:ingrain}, or while holding an []{item:iron-ball}.  This ability is not disabled during []{move:roost}."
27,5,"A 30% de chances d'infliger soit la paralysie, l'empoisonnement, ou le sommeil aux Pokémon attaquants en cas de contact.","À chaque fois qu'une capacité entre en contact avec ce Pokémon, l'utilisateur de la capacité a 30% de chance d'être paralysé, empoisonné ou endormi, choisi au hasard.

Rien n'est fait pour compenser si l'utilisateur de la capacité est immunisé contre l'un de ces maux; il y a simplement une chance plus faible que l'utilisateur de la capacité soit affecté."
27,6,"Hat eine 30% Chance bei Kontakt entweder []{mechanic:paralysis}, []{mechanic:poison} oder []{mechanic:sleep} auszulösen.","Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird, die Kontakt herstellt, besteht eine 30% Chance, dass der Angreifer [paralysiert]{mechanic:paralysis} oder [vergiftet]{mechanic:poison} wird oder [einschläft]{mechanic:sleep}.

Dabei wird nicht berücksichtigt ob der Angreifer immun gegen eine der [Statusänderungen]{mechanic:status-ailment} ist, es besteht nur eine geringere Chance."
27,9,"Has a 30% chance of inflcting either [paralysis]{mechanic:paralysis}, [poison]{mechanic:poison}, or [sleep]{mechanic:sleep} on attacking Pokémon on contact.","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being [paralyzed]{mechanic:paralysis}, [poisoned]{mechanic:poison}, or put to [sleep]{mechanic:sleep}, chosen at random.

Nothing is done to compensate if the move's user is immune to one of these ailments; there is simply a lower chance that the move's user will be affected."
28,5,"Copie les brûlures, paralysies et empoisonnements reçus sur le Pokémon qui les a infligés.","Chaque fois que ce Pokémon est brûlé, paralysé ou empoisonné, le Pokémon à l'origine de ce maléfice subit également ce statut.

Cette capacité renvoie le poison intense lorsque ce Pokémon est gravement empoisonné. Cette capacité ne peut pas transmettre un statut que le Pokémon n'a pas directement reçu d'un autre Pokémon, comme le poison des Pics Toxik ou la brûlure d'un Orbe Flamme.

Monde extérieur : Si le Pokémon en tête de l'équipe possède cette capacité, les Pokémon sauvages ont 50 % de chances d’avoir la nature du Pokémon en tête et 50 % de chances d’avoir une nature aléatoire comme d'habitude, y compris la nature du Pokémon en tête. Cela ne fonctionne pas sur les Pokémon obtenus en dehors des combats ou les légendaires errants."
28,6,"Kopiert []{mechanic:burn}, []{mechanic:paralysis} und []{mechanic:poison} auf den Verursacher.","Wenn ein Pokémon mit dieser Fähigkeit [verbrannt]{mechanic:burn}, [paralysiert]{mechanic:paralysis} oder [vergiftet]{mechanic:poison} wird, erhält das verantwortliche Pokémon die gleiche []{mechanic:status-ailment}.

Diese Fähigkeit gibt schwere []{mechanic:poison} als schwere []{mechanic:poison} zurück. Die Fähigkeit funktioniert nicht bei [Statusänderungen]{mechanic:status-ailment} die nicht direkt von einem anderen Pokémon erhalten wurden, so wie []{mechanic:poison} von []{move:toxic-spikes} oder die []{mechanic:burn} durch []{item:flame-orb}.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, haben wilde Pokémon eine Chance von 50% dasselbe Wesen wie das des Pokémons zu haben. Das gilt nicht für Pokémon die außerhalb von Kämpfen erhalten werden oder sich bewegende Legendäre Pokémon."
28,9,"Copies [burns]{mechanic:burn}, [paralysis]{mechanic:paralysis}, and [poison]{mechanic:poison} received onto the Pokémon that inflicted them.","Whenever this Pokémon is [burned]{mechanic:burn}, [paralyzed]{mechanic:paralysis}, or [poisoned]{mechanic:poison}, the Pokémon who gave this Pokémon that ailment is also given the ailment.

This ability passes back bad poison when this Pokémon is badly poisoned.  This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from []{move:toxic-spikes} or the burn from a []{item:flame-orb}.

Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature.  This does not work on Pokémon received outside of battle or roaming legendaries."
29,5,Empêche les autres Pokémon de diminuer les statistiques.,"Ce Pokémon ne peut pas voir ses stats réduites par les autres Pokémon.

Cette capacité n’empêche pas les baisses de stats autres que les modificateurs de stats, comme la réduction de Vitesse causée par la paralysie. Ce Pokémon peut toujours recevoir des modificateurs négatifs de stats via Permucœur, Permugarde ou Permupouvoir.

Cette capacité fonctionne de manière identique à Écran Fumée en combat."
29,6,Verhindert negative []{mechanic:stat-modifier} von anderen Pokémon.,"Pokémon mit dieser Fähigkeit können keine negativen [Statuswerte Änderungen]{mechanic:stat-modifier} von anderen Pokémon zugefügt werden.

Diese Fähigkeit verhindert keine []{mechanic:stat-modifier} die nicht direkt verursacht wurden, wie die verminderte []{mechanic:speed} durch []{mechanic:paralysis} oder selbstverursachte negative Statuswerteänderungen wie durch []{move:overheat}. Dem Pokémon können trotzdem negative Statuswerte mit []{move:guard-swap}, []{move:heart-swap} oder []{move:power-swap} übertragen werden.

Diese Fähigkeit ist identisch mit []{ability:white-smoke} im Kampf."
29,9,Prevents stats from being [lowered]{mechanic:stat-modifier} by other Pokémon.,"This Pokémon cannot have its stats [lowered]{mechanic:stat-modifier} by other Pokémon.

This ability does not prevent any stat losses other than [stat modifiers]{mechanic:stat-modifiers}, such as the [Speed]{mechanic:speed} cut from [paralysis]{mechanic:paralysis}.  This Pokémon can still be passed negative stat modifiers through []{move:guard-swap}, []{move:heart-swap}, or []{move:power-swap}.

This ability functions identically to []{ability:white-smoke} in battle."
30,5,Soigne tout problème de statut majeur en changeant de Pokémon.,"Ce Pokémon est soigné de toute altération de statut majeure lorsqu'il est échangé avec un autre Pokémon.

Si cette capacité est obtenue durant le combat, le Pokémon est soigné en quittant le combat avant de perdre la capacité temporaire."
30,6,Heilt jede []{mechanic:major-status-ailment} beim Auswechseln,"Wenn ein Pokémon mit dieser Fähigkeit ausgewechselt wird, wird es von einer etwaigen []{mechanic:major-status-ailment} geheilt.

Wenn diese Fähigkeit während des Kampfes erlangt wird, wird das Pokémon beim Auswechseln geheilt, bevor es die Fähigkeit wieder verliert."
30,9,Cures any [major status ailment]{mechanic:major-status-ailment} upon switching out.,"This Pokémon is cured of any [major status ailment]{mechanic:major-status-ailment} when it is switched out for another Pokémon.

If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability."
31,5,"Redirige les attaques Électrik sur une seule cible vers ce Pokémon lorsque c'est possible. Absorbe les attaques Électrik, augmentant l'Attaque Spéciale d'un niveau.","Tous les autres mouvements de type électrique à cible unique des Pokémon adverses sont redirigés vers ce Pokémon s'il est une cible éligible. Les mouvements électriques des autres Pokémon augmentent l'Attaque Spéciale de ce Pokémon d'un niveau, annulant tout autre effet sur lui, et ne peuvent pas le manquer.

Si la cible initiale du mouvement possède également cette capacité, le mouvement n'est pas redirigé. Lorsque plusieurs Pokémon ayant cette capacité peuvent être des cibles potentielles pour la redirection, le mouvement est redirigé vers celui ayant la statistique de Vitesse la plus élevée ou, en cas d'égalité, vers un Pokémon aléatoire parmi ceux en situation d'égalité. ""Par Ici"" prend la priorité sur cette capacité.

Si le Pokémon est de type sol et donc immunisé aux mouvements de type électrique, cette immunité empêche l'augmentation de l'Attaque Spéciale."
31,6,Leitet []{type:electric} Attacken mit nur einem Ziel auf dieses Pokémon um. Absorbiert []{type:electric} Attacken und erhöht dabei den []{mechanic:special-attack} um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet, werden alle []{type:electric} Attacken die nur 1 Ziel haben auf dieses Pokémon umgeleitet, sofern es ein mögliches Ziel ist. Wird es von []{type:electric} Attacken getroffen, erhöht sich sein []{mechanic:special-attack} um 1 [Stufe]{mechanic:stat-modifier}, jeder andere Effekt der Attacke wird ignoriert.

Wenn das eigentliche Ziel der Attacke ebenfalls diese Fähigkeit besitzt, wird sie nicht umgeleitet. Gibt es mehrere Pokémon mit dieser Fähigkeit, wird die Attacke zu dem mit der höchsten []{mechanic:speed} umgeleitet, oder, falls alle die gleiche haben, zu einem zufälligen Pokémon. []{move:follow-me} wirkt vor dieser Fähigkeit.

Wenn das Pokémon mit dieser Fähigkeit vom Typ []{type:ground} ist, verhindert seine []{type:electric} Immunität das Ansteigen des [Spezialangriffs]{mechanic:special-attack}."
31,9,"Redirects single-target []{type:electric} moves to this Pokémon where possible.  Absorbs Electric moves, raising [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}.","All other Pokémon's single-target []{type:electric}-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest [Speed]{mechanic:speed} stat, or, in the case of a tie, to a random tied Pokémon.  []{move:follow-me} takes precedence over this ability.

If the Pokémon is a []{type:ground}-type and thus immune to Electric moves, its immunity prevents the Special Attack boost."
32,5,Double les chances que les effets supplémentaires des capacités se produisent.,"Les capacités de ce Pokémon ont deux fois leur chance d'effet habituelle.

Une chance d'effet correspond à la probabilité d'une capacité d'infliger un changement de statut, de modifier une statistique ou de faire sursauter la cible en plus de l'effet principal de la capacité. Par exemple, la chance de l'attaque ""Lance-Flammes"" de brûler la cible est doublée, mais la chance de réussite de ""Abri"" et le taux de coup critique accru de ""Aéropique"" ne sont pas affectés.

""Force Cachée"" n'est pas affectée."
32,6,Verdoppelt die Chance das ein Zusatzeffekt beim Einsatz einer Attacke auftritt,"Attacken von Pokémon mit dieser Fähigkeit treten doppelt so häufig auf wie normal.

Ein Zusatzeffekt ist die Chance einer Attacke, als ""Effectchance"" bezeichnet, eine []{mechanic:status-ailment} oder eine []{mechanic:stat-modifier} hervorzurufen oder das Ziel [zurückschrecken]{mechanic:flinching} zu lassen, zusätzlich zum Haupteffekt einer Attacke. Zum Beispiel ist die []{mechanic:paralysis} die []{move:thunder-shock} verursachen kann ein Zusatzeffekt, im Gegensatz zu []{move:thunder-wave}, genauso wie das Entfernen des Items durch []{move:knock-off} und das Erhöhen der [kritischen Trefferchance]{mechanic:critial-hit} durch []{move:air-cutter}.

[]{move:secret-power} ist davon unberührt."
